,,Wavelength (µm),"Reflectance, S-Pol. (%)","Reflectance, P-Pol. (%)","Reflectance, Unpol. (%)"
,,1.124,98.467979,97.464088,97.9660335
,,1.125,98.484856,97.484184,97.98452
,,1.126,98.451141,97.446335,97.948738
,,1.127,98.449234,97.4589,97.954067
,,1.128,98.446442,97.516945,97.9816935
,,1.129,98.463516,97.466927,97.9652215
,,1.130,98.450241,97.480499,97.96537
,,1.131,98.462143,97.485237,97.97369
,,1.132,98.484711,97.475204,97.9799575
,,1.133,98.484436,97.523712,98.004074
,,1.134,98.475975,97.510468,97.9932215
,,1.135,98.441788,97.492126,97.966957
,,1.136,98.461037,97.482506,97.9717715
,,1.137,98.441544,97.469803,97.9556735
,,1.138,98.455666,97.506645,97.9811555
,,1.139,98.44146,97.521584,97.981522
,,1.140,98.461617,97.464073,97.962845
,,1.141,98.483696,97.525887,98.0047915
,,1.142,98.446884,97.480576,97.96373
,,1.143,98.489418,97.485748,97.987583
,,1.144,98.477386,97.457413,97.9673995
,,1.145,98.471138,97.525269,97.9982035
,,1.146,98.476357,97.518631,97.997494
,,1.147,98.497101,97.505325,98.001213
,,1.148,98.494232,97.491364,97.992798
,,1.149,98.462761,97.503181,97.982971
,,1.150,98.442123,97.497475,97.969799
,,1.151,98.502556,97.550545,98.0265505
,,1.152,98.468658,97.531723,98.0001905
,,1.153,98.515503,97.543686,98.0295945
,,1.154,98.479385,97.521729,98.000557
,,1.155,98.485451,97.561523,98.023487
,,1.156,98.4851,97.48661,97.985855
,,1.157,98.508224,97.50309,98.005657
,,1.158,98.454155,97.471039,97.962597
,,1.159,98.493423,97.519096,98.0062595
,,1.160,98.524086,97.504494,98.01429
,,1.161,98.476616,97.470413,97.9735145
,,1.162,98.5149,97.522713,98.0188065
,,1.163,98.514091,97.526146,98.0201185
,,1.164,98.518639,97.554871,98.036755
,,1.165,98.48526,97.531624,98.008442
,,1.166,98.519394,97.515465,98.0174295
,,1.167,98.486397,97.499725,97.993061
,,1.168,98.510704,97.525253,98.0179785
,,1.169,98.526581,97.542786,98.0346835
,,1.170,98.494888,97.521576,98.008232
,,1.171,98.481621,97.542656,98.0121385
,,1.172,98.50251,97.522583,98.0125465
,,1.173,98.512199,97.522217,98.017208
,,1.174,98.510376,97.546967,98.0286715
,,1.175,98.526176,97.561523,98.0438495
,,1.176,98.526192,97.540855,98.0335235
,,1.177,98.520561,97.497253,98.008907
,,1.178,98.502258,97.571465,98.0368615
,,1.179,98.467064,97.542442,98.004753
,,1.180,98.535744,97.536324,98.036034
,,1.181,98.511642,97.561333,98.0364875
,,1.182,98.525108,97.535912,98.03051
,,1.183,98.486908,97.526962,98.006935
,,1.184,98.512749,97.545227,98.028988
,,1.185,98.539421,97.547028,98.0432245
,,1.186,98.525642,97.550438,98.03804
,,1.187,98.497032,97.543404,98.020218
,,1.188,98.546638,97.544945,98.0457915
,,1.189,98.559525,97.557846,98.0586855
,,1.190,98.534927,97.563896,98.0494115
,,1.191,98.545547,97.55751,98.0515285
,,1.192,98.526909,97.579651,98.05328
,,1.193,98.56562,97.541138,98.053379
,,1.194,98.546211,97.566078,98.0561445
,,1.195,98.541656,97.556282,98.048969
,,1.196,98.5354,97.591217,98.0633085
,,1.197,98.54493,97.5653,98.055115
,,1.198,98.533371,97.56781,98.0505905
,,1.199,98.553902,97.583298,98.0686
,,1.200,98.578651,97.584793,98.081722
,,1.201,98.51487,97.601448,98.058159
,,1.202,98.585983,97.596817,98.0914
,,1.203,98.540649,97.603294,98.0719715
,,1.204,98.567154,97.600792,98.083973
,,1.205,98.528313,97.592011,98.060162
,,1.206,98.595749,97.626083,98.110916
,,1.207,98.603882,97.621353,98.1126175
,,1.208,98.540535,97.606224,98.0733795
,,1.209,98.540382,97.605652,98.073017
,,1.210,98.53228,97.591614,98.061947
,,1.211,98.588165,97.660927,98.124546
,,1.212,98.518448,97.661575,98.0900115
,,1.213,98.56105,97.672905,98.1169775
,,1.214,98.550781,97.621498,98.0861395
,,1.215,98.608406,97.59481,98.101608
,,1.216,98.621513,97.64267,98.1320915
,,1.217,98.596916,97.59938,98.098148
,,1.218,98.581978,97.623863,98.1029205
,,1.219,98.618652,97.609001,98.1138265
,,1.220,98.571518,97.613205,98.0923615
,,1.221,98.571838,97.615074,98.093456
,,1.222,98.590698,97.637344,98.114021
,,1.223,98.546776,97.640076,98.093426
,,1.224,98.600494,97.609238,98.104866
,,1.225,98.589691,97.656654,98.1231725
,,1.226,98.610107,97.625305,98.117706
,,1.227,98.671394,97.681549,98.1764715
,,1.228,98.632767,97.629318,98.1310425
,,1.229,98.634636,97.688408,98.161522
,,1.230,98.635979,97.629753,98.132866
,,1.231,98.64209,97.719734,98.180912
,,1.232,98.589714,97.673981,98.1318475
,,1.233,98.621132,97.641022,98.131077
,,1.234,98.626953,97.612312,98.1196325
,,1.235,98.593544,97.625694,98.109619
,,1.236,98.609047,97.618797,98.113922
,,1.237,98.63385,97.618034,98.125942
,,1.238,98.619095,97.630836,98.1249655
,,1.239,98.61731,97.629631,98.1234705
,,1.240,98.609634,97.627892,98.118763
,,1.241,98.624886,97.631416,98.128151
,,1.242,98.607788,97.624634,98.116211
,,1.243,98.629143,97.627953,98.128548
,,1.244,98.599663,97.662529,98.131096
,,1.245,98.583733,97.686043,98.134888
,,1.246,98.627678,97.644897,98.1362875
,,1.247,98.627296,97.645035,98.1361655
,,1.248,98.642853,97.667465,98.155159
,,1.249,98.597252,97.651421,98.1243365
,,1.250,98.632736,97.607864,98.1203
,,1.251,98.618126,97.642807,98.1304665
,,1.252,98.622421,97.63414,98.1282805
,,1.253,98.662445,97.644814,98.1536295
,,1.254,98.623192,97.665749,98.1444705
,,1.255,98.597969,97.658432,98.1282005
,,1.256,98.637825,97.644981,98.141403
,,1.257,98.608986,97.62571,98.117348
,,1.258,98.621681,97.643112,98.1323965
,,1.259,98.617622,97.648918,98.13327
,,1.260,98.607536,97.654961,98.1312485
,,1.261,98.653603,97.624901,98.139252
,,1.262,98.61937,97.679703,98.1495365
,,1.263,98.643898,97.673347,98.1586225
,,1.264,98.628624,97.66716,98.147892
,,1.265,98.625237,97.640121,98.132679
,,1.266,98.61557,97.653877,98.1347235
,,1.267,98.625237,97.64888,98.1370585
,,1.268,98.631012,97.655846,98.143429
,,1.269,98.669876,97.657448,98.163662
,,1.270,98.648415,97.67234,98.1603775
,,1.271,98.631767,97.654564,98.1431655
,,1.272,98.62516,97.673752,98.149456
,,1.273,98.621742,97.623024,98.122383
,,1.274,98.637611,97.695221,98.166416
,,1.275,98.649307,97.678986,98.1641465
,,1.276,98.625229,97.675575,98.150402
,,1.277,98.613091,97.679909,98.1465
,,1.278,98.637306,97.669205,98.1532555
,,1.279,98.640488,97.675194,98.157841
,,1.280,98.63411,97.689903,98.1620065
,,1.281,98.641174,97.68,98.160587
,,1.282,98.644371,97.662621,98.153496
,,1.283,98.649071,97.698166,98.1736185
,,1.284,98.64476,97.65522,98.14999
,,1.285,98.65155,97.675797,98.1636735
,,1.286,98.659691,97.695679,98.177685
,,1.287,98.673309,97.709068,98.1911885
,,1.288,98.642906,97.686058,98.164482
,,1.289,98.651077,97.718056,98.1845665
,,1.290,98.686806,97.703758,98.195282
,,1.291,98.639786,97.680588,98.160187
,,1.292,98.665825,97.664032,98.1649285
,,1.293,98.649315,97.694679,98.171997
,,1.294,98.662224,97.683723,98.1729735
,,1.295,98.633217,97.672447,98.152832
,,1.296,98.668556,97.679779,98.1741675
,,1.297,98.656158,97.704498,98.180328
,,1.298,98.670807,97.688896,98.1798515
,,1.299,98.650848,97.662697,98.1567725
,,1.300,98.676445,97.679581,98.178013
,,1.301,98.671951,97.704811,98.188381
,,1.302,98.664322,97.702522,98.183422
,,1.303,98.634407,97.698898,98.1666525
,,1.304,98.670158,97.686813,98.1784855
,,1.305,98.690338,97.692223,98.1912805
,,1.306,98.679138,97.687531,98.1833345
,,1.307,98.682228,97.708405,98.1953165
,,1.308,98.673157,97.684868,98.1790125
,,1.309,98.63607,97.686798,98.161434
,,1.310,98.664238,97.710922,98.18758
,,1.311,98.660835,97.704666,98.1827505
,,1.312,98.64814,97.687592,98.167866
,,1.313,98.65094,97.675102,98.163021
,,1.314,98.665138,97.679207,98.1721725
,,1.315,98.63411,97.721794,98.177952
,,1.316,98.690666,97.677689,98.1841775
,,1.317,98.693634,97.687263,98.1904485
,,1.318,98.701782,97.738434,98.220108
,,1.319,98.67205,97.681793,98.1769215
,,1.320,98.676842,97.688972,98.182907
,,1.321,98.680099,97.713005,98.196552
,,1.322,98.691422,97.710526,98.200974
,,1.323,98.655205,97.69857,98.1768875
,,1.324,98.66452,97.706215,98.1853675
,,1.325,98.680824,97.723656,98.20224
,,1.326,98.66964,97.720154,98.194897
,,1.327,98.643921,97.7425,98.1932105
,,1.328,98.671127,97.695229,98.183178
,,1.329,98.680527,97.736382,98.2084545
,,1.330,98.695953,97.716591,98.206272
,,1.331,98.652008,97.720566,98.186287
,,1.332,98.658875,97.722336,98.1906055
,,1.333,98.66394,97.718796,98.191368
,,1.334,98.652481,97.728951,98.190716
,,1.335,98.674118,97.720047,98.1970825
,,1.336,98.674995,97.710846,98.1929205
,,1.337,98.677368,97.710938,98.194153
,,1.338,98.66787,97.71843,98.19315
,,1.339,98.666435,97.720566,98.1935005
,,1.340,98.649094,97.721787,98.1854405
,,1.341,98.692215,97.759132,98.2256735
,,1.342,98.690933,97.7491,98.2200165
,,1.343,98.64946,97.716278,98.182869
,,1.344,98.684845,97.721306,98.2030755
,,1.345,98.646904,97.712769,98.1798365
,,1.346,98.71579,97.725197,98.2204935
,,1.347,98.662399,97.716209,98.189304
,,1.348,98.6409,97.704247,98.1725735
,,1.349,98.690453,97.717911,98.204182
,,1.350,98.698219,97.700356,98.1992875
,,1.351,98.679153,97.720757,98.199955
,,1.352,98.681854,97.732361,98.2071075
,,1.353,98.682365,97.723312,98.2028385
,,1.354,98.690453,97.707916,98.1991845
,,1.355,98.697533,97.734352,98.2159425
,,1.356,98.682625,97.716354,98.1994895
,,1.357,98.704552,97.705368,98.20496
,,1.358,98.670555,97.703827,98.187191
,,1.359,98.675873,97.703156,98.1895145
,,1.360,98.671684,97.714851,98.1932675
,,1.361,98.722412,97.716591,98.2195015
,,1.362,98.708794,97.731438,98.220116
,,1.363,98.7407,97.747513,98.2441065
,,1.364,98.732994,97.736206,98.2346
,,1.365,98.739563,97.716591,98.228077
,,1.366,98.672882,97.748093,98.2104875
,,1.367,98.708626,97.724892,98.216759
,,1.368,98.655609,97.733536,98.1945725
,,1.369,98.694473,97.75174,98.2231065
,,1.370,98.659622,97.723045,98.1913335
,,1.371,98.688095,97.748642,98.2183685
,,1.372,98.696396,97.740211,98.2183035
,,1.373,98.704514,97.714172,98.209343
,,1.374,98.69339,97.719475,98.2064325
,,1.375,98.634193,97.715149,98.174671
,,1.376,98.719788,97.741791,98.2307895
,,1.377,98.699532,97.748123,98.2238275
,,1.378,98.710655,97.734413,98.222534
,,1.379,98.709831,97.734413,98.222122
,,1.380,98.730278,97.750206,98.240242
,,1.381,98.714836,97.741005,98.2279205
,,1.382,98.733154,97.736237,98.2346955
,,1.383,98.702118,97.729813,98.2159655
,,1.384,98.742851,97.723907,98.233379
,,1.385,98.696808,97.751396,98.224102
,,1.386,98.691902,97.756538,98.22422
,,1.387,98.711334,97.759506,98.23542
,,1.388,98.712219,97.767433,98.239826
,,1.389,98.716064,97.723084,98.219574
,,1.390,98.721115,97.741707,98.231411
,,1.391,98.693436,97.729103,98.2112695
,,1.392,98.710327,97.741066,98.2256965
,,1.393,98.758087,97.744194,98.2511405
,,1.394,98.693886,97.75914,98.226513
,,1.395,98.736778,97.766617,98.2516975
,,1.396,98.737511,97.735878,98.2366945
,,1.397,98.734985,97.760536,98.2477605
,,1.398,98.720642,97.752625,98.2366335
,,1.399,98.723236,97.753082,98.238159
,,1.400,98.711212,97.756897,98.2340545
,,1.401,98.719063,97.733009,98.226036
,,1.402,98.680405,97.7528,98.2166025
,,1.403,98.704292,97.746727,98.2255095
,,1.404,98.735817,97.755287,98.245552
,,1.405,98.686386,97.759789,98.2230875
,,1.406,98.727173,97.760193,98.243683
,,1.407,98.721954,97.760971,98.2414625
,,1.408,98.692963,97.764168,98.2285655
,,1.409,98.698654,97.778618,98.238636
,,1.410,98.67762,97.778542,98.228081
,,1.411,98.695892,97.785904,98.240898
,,1.412,98.664116,97.751671,98.2078935
,,1.413,98.70697,97.756424,98.231697
,,1.414,98.729233,97.761932,98.2455825
,,1.415,98.711067,97.749985,98.230526
,,1.416,98.702873,97.782005,98.242439
,,1.417,98.710747,97.792717,98.251732
,,1.418,98.70842,97.782578,98.245499
,,1.419,98.695381,97.802467,98.248924
,,1.420,98.732254,97.762909,98.2475815
,,1.421,98.711861,97.780632,98.2462465
,,1.422,98.711052,97.764503,98.2377775
,,1.423,98.730095,97.790619,98.260357
,,1.424,98.705254,97.786133,98.2456935
,,1.425,98.693634,97.759232,98.226433
,,1.426,98.681572,97.786636,98.234104
,,1.427,98.689964,97.795967,98.2429655
,,1.428,98.723549,97.794144,98.2588465
,,1.429,98.700157,97.803001,98.251579
,,1.430,98.727463,97.801826,98.2646445
,,1.431,98.69519,97.796921,98.2460555
,,1.432,98.72261,97.804405,98.2635075
,,1.433,98.732582,97.808083,98.2703325
,,1.434,98.69706,97.783173,98.2401165
,,1.435,98.736649,97.809464,98.2730565
,,1.436,98.734505,97.793556,98.2640305
,,1.437,98.714897,97.773552,98.2442245
,,1.438,98.726952,97.786911,98.2569315
,,1.439,98.702629,97.800781,98.251705
,,1.440,98.754089,97.784485,98.269287
,,1.441,98.68338,97.767029,98.2252045
,,1.442,98.688614,97.792282,98.240448
,,1.443,98.707268,97.798523,98.2528955
,,1.444,98.716141,97.77861,98.2473755
,,1.445,98.688301,97.786484,98.2373925
,,1.446,98.717636,97.805008,98.261322
,,1.447,98.740761,97.803131,98.271946
,,1.448,98.723663,97.76989,98.2467765
,,1.449,98.702988,97.790131,98.2465595
,,1.450,98.733582,97.795822,98.264702
,,1.451,98.741592,97.816673,98.2791325
,,1.452,98.720345,97.767563,98.243954
,,1.453,98.684906,97.79763,98.241268
,,1.454,98.681564,97.773788,98.227676
,,1.455,98.710808,97.773788,98.242298
,,1.456,98.740517,97.798149,98.269333
,,1.457,98.740509,97.825188,98.2828485
,,1.458,98.731094,97.800621,98.2658575
,,1.459,98.710304,97.764587,98.2374455
,,1.460,98.682632,97.800003,98.2413175
,,1.461,98.683655,97.798248,98.2409515
,,1.462,98.709061,97.803024,98.2560425
,,1.463,98.701996,97.793739,98.2478675
,,1.464,98.69944,97.79171,98.245575
,,1.465,98.682808,97.782478,98.232643
,,1.466,98.74086,97.781006,98.260933
,,1.467,98.692627,97.815559,98.254093
,,1.468,98.731918,97.80542,98.268669
,,1.469,98.720047,97.823456,98.2717515
,,1.470,98.74369,97.789772,98.266731
,,1.471,98.69249,97.775986,98.234238
,,1.472,98.743011,97.795372,98.2691915
,,1.473,98.706985,97.827301,98.267143
,,1.474,98.74147,97.794067,98.2677685
,,1.475,98.689812,97.800735,98.2452735
,,1.476,98.735947,97.827133,98.28154
,,1.477,98.754425,97.807228,98.2808265
,,1.478,98.710907,97.775459,98.243183
,,1.479,98.708603,97.818863,98.263733
,,1.480,98.673927,97.785355,98.229641
,,1.481,98.740761,97.798843,98.269802
,,1.482,98.728271,97.82193,98.2751005
,,1.483,98.741501,97.819893,98.280697
,,1.484,98.719643,97.819191,98.269417
,,1.485,98.73114,97.818825,98.2749825
,,1.486,98.737442,97.830437,98.2839395
,,1.487,98.722214,97.8134,98.267807
,,1.488,98.765305,97.806725,98.286015
,,1.489,98.774742,97.832382,98.303562
,,1.490,98.777161,97.808823,98.292992
,,1.491,98.767487,97.790375,98.278931
,,1.492,98.72419,97.81321,98.2687
,,1.493,98.75032,97.813087,98.2817035
,,1.494,98.776123,97.831329,98.303726
,,1.495,98.791107,97.806068,98.2985875
,,1.496,98.735695,97.806015,98.270855
,,1.497,98.719582,97.81414,98.266861
,,1.498,98.747749,97.818436,98.2830925
,,1.499,98.737801,97.806152,98.2719765
,,1.500,98.738487,97.83242,98.2854535
,,1.501,98.736473,97.81115,98.2738115
,,1.502,98.745155,97.765701,98.255428
,,1.503,98.721664,97.84037,98.281017
,,1.504,98.699898,97.8237,98.261799
,,1.505,98.752327,97.821877,98.287102
,,1.506,98.763672,97.832436,98.298054
,,1.507,98.718033,97.794846,98.2564395
,,1.508,98.750649,97.838486,98.2945675
,,1.509,98.72805,97.851227,98.2896385
,,1.510,98.738007,97.825722,98.2818645
,,1.511,98.750771,97.822441,98.286606
,,1.512,98.751511,97.829086,98.2902985
,,1.513,98.716164,97.834236,98.2752
,,1.514,98.729202,97.827576,98.278389
,,1.515,98.743469,97.845474,98.2944715
,,1.516,98.75489,97.839989,98.2974395
,,1.517,98.745125,97.824196,98.2846605
,,1.518,98.694489,97.825836,98.2601625
,,1.519,98.721313,97.823952,98.2726325
,,1.520,98.724648,97.849167,98.2869075
,,1.521,98.761383,97.830902,98.2961425
,,1.522,98.678375,97.844345,98.26136
,,1.523,98.69632,97.835472,98.265896
,,1.524,98.698685,97.825447,98.262066
,,1.525,98.738388,97.86261,98.300499
,,1.526,98.699364,97.834023,98.2666935
,,1.527,98.705925,97.857246,98.2815855
,,1.528,98.735024,97.847542,98.291283
,,1.529,98.739105,97.848183,98.293644
,,1.530,98.714676,97.817497,98.2660865
,,1.531,98.705963,97.802361,98.254162
,,1.532,98.760033,97.822556,98.2912945
,,1.533,98.717133,97.838432,98.2777825
,,1.534,98.719353,97.843536,98.2814445
,,1.535,98.753601,97.852837,98.303219
,,1.536,98.68103,97.858383,98.2697065
,,1.537,98.75013,97.825607,98.2878685
,,1.538,98.713715,97.838394,98.2760545
,,1.539,98.753288,97.839333,98.2963105
,,1.540,98.711624,97.834274,98.272949
,,1.541,98.714195,97.848686,98.2814405
,,1.542,98.771469,97.860718,98.3160935
,,1.543,98.759026,97.850693,98.3048595
,,1.544,98.777641,97.845581,98.311611
,,1.545,98.699219,97.852058,98.2756385
,,1.546,98.743607,97.850853,98.29723
,,1.547,98.733345,97.853333,98.293339
,,1.548,98.782494,97.848755,98.3156245
,,1.549,98.731621,97.834702,98.2831615
,,1.550,98.728683,97.827675,98.278179
,,1.551,98.706146,97.858521,98.2823335
,,1.552,98.731682,97.856911,98.2942965
,,1.553,98.734573,97.844162,98.2893675
,,1.554,98.673195,97.860008,98.2666015
,,1.555,98.744019,97.849335,98.296677
,,1.556,98.75663,97.838745,98.2976875
,,1.557,98.737511,97.857193,98.297352
,,1.558,98.75251,97.846344,98.299427
,,1.559,98.704033,97.842087,98.27306
,,1.560,98.739014,97.847244,98.293129
,,1.561,98.671898,97.849998,98.260948
,,1.562,98.730843,97.864037,98.29744
,,1.563,98.698006,97.867058,98.282532
,,1.564,98.706375,97.863152,98.2847635
,,1.565,98.766838,97.866508,98.316673
,,1.566,98.744598,97.879166,98.311882
,,1.567,98.714523,97.842842,98.2786825
,,1.568,98.678223,97.866966,98.2725945
,,1.569,98.746429,97.845177,98.295803
,,1.570,98.729172,97.853546,98.291359
,,1.571,98.710052,97.851906,98.280979
,,1.572,98.721176,97.865982,98.293579
,,1.573,98.714844,97.859634,98.287239
,,1.574,98.713669,97.865074,98.2893715
,,1.575,98.733124,97.835312,98.284218
,,1.576,98.700279,97.870468,98.2853735
,,1.577,98.715828,97.874573,98.2952005
,,1.578,98.707382,97.889153,98.2982675
,,1.579,98.69899,97.840622,98.269806
,,1.580,98.809639,97.875961,98.3428
,,1.581,98.749878,97.851578,98.300728
,,1.582,98.745735,97.886345,98.31604
,,1.583,98.69294,97.855148,98.274044
,,1.584,98.753616,97.903137,98.3283765
,,1.585,98.769547,97.878372,98.3239595
,,1.586,98.742653,97.860756,98.3017045
,,1.587,98.73764,97.897987,98.3178135
,,1.588,98.732582,97.888695,98.3106385
,,1.589,98.750649,97.879555,98.315102
,,1.590,98.764458,97.861031,98.3127445
,,1.591,98.723373,97.862663,98.293018
,,1.592,98.735222,97.865715,98.3004685
,,1.593,98.743065,97.88681,98.3149375
,,1.594,98.78196,97.888687,98.3353235
,,1.595,98.722008,97.883034,98.302521
,,1.596,98.745773,97.843056,98.2944145
,,1.597,98.721741,97.879387,98.300564
,,1.598,98.735992,97.875534,98.305763
,,1.599,98.730537,97.860756,98.2956465
,,1.600,98.726585,97.862686,98.2946355
,,1.601,98.731232,97.892471,98.3118515
,,1.602,98.744164,97.904205,98.3241845
,,1.603,98.73484,97.844482,98.289661
,,1.604,98.739189,97.853127,98.296158
,,1.605,98.727348,97.88652,98.306934
,,1.606,98.728889,97.849045,98.288967
,,1.607,98.759941,97.879425,98.319683
,,1.608,98.744896,97.87384,98.309368
,,1.609,98.762802,97.886597,98.3246995
,,1.610,98.752655,97.876343,98.314499
,,1.611,98.709709,97.871277,98.290493
,,1.612,98.75914,97.869751,98.3144455
,,1.613,98.725891,97.865372,98.2956315
,,1.614,98.734787,97.886139,98.310463
,,1.615,98.709274,97.882576,98.295925
,,1.616,98.701477,97.862984,98.2822305
,,1.617,98.698418,97.89267,98.295544
,,1.618,98.7211,97.881592,98.301346
,,1.619,98.730995,97.852631,98.291813
,,1.620,98.730186,97.878227,98.3042065
,,1.621,98.739059,97.904427,98.321743
,,1.622,98.740326,97.887711,98.3140185
,,1.623,98.759857,97.87809,98.3189735
,,1.624,98.739777,97.883018,98.3113975
,,1.625,98.707352,97.881638,98.294495
,,1.626,98.772903,97.881149,98.327026
,,1.627,98.735733,97.888336,98.3120345
,,1.628,98.717674,97.878967,98.2983205
,,1.629,98.726448,97.869728,98.298088
,,1.630,98.718399,97.894699,98.306549
,,1.631,98.735687,97.898438,98.3170625
,,1.632,98.763489,97.876076,98.3197825
,,1.633,98.731552,97.872894,98.302223
,,1.634,98.801163,97.884163,98.342663
,,1.635,98.701408,97.875214,98.288311
,,1.636,98.756996,97.911469,98.3342325
,,1.637,98.731262,97.91452,98.322891
,,1.638,98.70015,97.877052,98.288601
,,1.639,98.74057,97.906158,98.323364
,,1.640,98.751434,97.898659,98.3250465
,,1.641,98.759224,97.912369,98.3357965
,,1.642,98.725769,97.864754,98.2952615
,,1.643,98.751808,97.864601,98.3082045
,,1.644,98.763985,97.894585,98.329285
,,1.645,98.771477,97.897476,98.3344765
,,1.646,98.709343,97.898285,98.303814
,,1.647,98.766151,97.851341,98.308746
,,1.648,98.740784,97.897766,98.319275
,,1.649,98.74205,97.922768,98.332409
,,1.650,98.71048,97.86158,98.28603
,,1.651,98.769936,97.914467,98.3422015
,,1.652,98.759422,97.874054,98.316738
,,1.653,98.750259,97.881248,98.3157535
,,1.654,98.777275,97.877808,98.3275415
,,1.655,98.792595,97.885986,98.3392905
,,1.656,98.741638,97.903587,98.3226125
,,1.657,98.750046,97.882057,98.3160515
,,1.658,98.749138,97.906471,98.3278045
,,1.659,98.755173,97.868423,98.311798
,,1.660,98.743423,97.870583,98.307003
,,1.661,98.774658,97.885612,98.330135
,,1.662,98.806534,97.903877,98.3552055
,,1.663,98.718445,97.891258,98.3048515
